Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,external_id,human_associated_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,ENA_first_public,ena_last_update,INSDC_center_alias,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),ena_first_public,ena_last_update,Scientific_Name
ERR9295161,AMPLICON,500,18479000,PRJEB38625,SAMEA13445974,11777324,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836803,SAMEA13445974,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC24876863OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T10:00:00Z,1,SAMEA13445974,MMPC-157091146-SA-0,Illumina,ERP122062,MMPC-157091146-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295162,AMPLICON,500,3685000,PRJEB38625,SAMEA13445975,2289780,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836804,SAMEA13445975,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC57859317OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T09:59:00Z,1,SAMEA13445975,MMPC-157091149-SA-0,Illumina,ERP122062,MMPC-157091149-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295163,AMPLICON,500,3965500,PRJEB38625,SAMEA13445976,2566827,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836805,SAMEA13445976,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC57732798OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T09:59:00Z,1,SAMEA13445976,MMPC-157091150-SA-0,Illumina,ERP122062,MMPC-157091150-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295164,AMPLICON,500,2407000,PRJEB38625,SAMEA13445977,1513324,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836806,SAMEA13445977,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC74876553OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-03-25T11:41:00Z,1,SAMEA13445977,MMPC-157091151-SA-0,Illumina,ERP122062,MMPC-157091151-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295165,AMPLICON,500,18866000,PRJEB38625,SAMEA13445978,11174081,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836807,SAMEA13445978,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC72220758OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T10:00:00Z,1,SAMEA13445978,MMPC-157091177-SA-0,Illumina,ERP122062,MMPC-157091177-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295166,AMPLICON,500,7366500,PRJEB38625,SAMEA13445979,4665490,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836808,SAMEA13445979,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC18636102OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T09:59:00Z,1,SAMEA13445979,MMPC-157091179-SA-0,Illumina,ERP122062,MMPC-157091179-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295167,AMPLICON,500,12716500,PRJEB38625,SAMEA13445980,7738316,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836809,SAMEA13445980,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC20447691OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T10:00:00Z,1,SAMEA13445980,MMPC-157091180-SA-0,Illumina,ERP122062,MMPC-157091180-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295168,AMPLICON,500,4405000,PRJEB38625,SAMEA13445981,2995570,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836810,SAMEA13445981,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC80521134OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T10:00:00Z,1,SAMEA13445981,MMPC-157091186-SA-0,Illumina,ERP122062,MMPC-157091186-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295169,AMPLICON,502,1409114,PRJEB38625,SAMEA13445982,943303,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836811,SAMEA13445982,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC96901379OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-17T17:08:00Z,1,SAMEA13445982,MMPC-157092007-SA-0,Illumina,ERP122062,MMPC-157092007-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295170,AMPLICON,502,9115316,PRJEB38625,SAMEA13445983,5430114,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836812,SAMEA13445983,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC97862784OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445983,MMPC-157092015-SA-0,Illumina,ERP122062,MMPC-157092015-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295171,AMPLICON,502,2229884,PRJEB38625,SAMEA13445983,1431330,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836813,SAMEA13445983,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC91723386OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-17T16:40:00Z,1,SAMEA13445983,MMPC-157092015-SA-0,Illumina,ERP122062,MMPC-157092015-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295172,AMPLICON,502,3733876,PRJEB38625,SAMEA13445984,2380634,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836814,SAMEA13445984,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC16580301OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445984,MMPC-157092016-SA-0,Illumina,ERP122062,MMPC-157092016-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295173,AMPLICON,502,2071252,PRJEB38625,SAMEA13445984,1395412,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836815,SAMEA13445984,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC69311263OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-17T16:40:00Z,1,SAMEA13445984,MMPC-157092016-SA-0,Illumina,ERP122062,MMPC-157092016-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295174,AMPLICON,502,2128982,PRJEB38625,SAMEA13445985,1472727,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836816,SAMEA13445985,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC27615530OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-17T16:40:00Z,1,SAMEA13445985,MMPC-157092017-SA-0,Illumina,ERP122062,MMPC-157092017-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295175,AMPLICON,502,2860396,PRJEB38625,SAMEA13445985,1926584,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836817,SAMEA13445985,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC90483555OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-17T16:40:00Z,1,SAMEA13445985,MMPC-157092017-SA-0,Illumina,ERP122062,MMPC-157092017-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295176,AMPLICON,500,3598000,PRJEB38625,SAMEA13445986,2530050,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836818,SAMEA13445986,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC52231473OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445986,MMPC-157092025-SA-0,Illumina,ERP122062,MMPC-157092025-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295177,AMPLICON,500,75669500,PRJEB38625,SAMEA13445987,43787841,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836819,SAMEA13445987,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC13015259OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445987,MMPC-157092026-SA-0,Illumina,ERP122062,MMPC-157092026-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295178,AMPLICON,500,4052500,PRJEB38625,SAMEA13445988,2842814,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836820,SAMEA13445988,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC84655689OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445988,MMPC-157092027-SA-0,Illumina,ERP122062,MMPC-157092027-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295179,AMPLICON,500,46000,PRJEB38625,SAMEA13445989,113063,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836821,SAMEA13445989,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC23375050OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-17T16:40:00Z,1,SAMEA13445989,MMPC-157092028-SA-0,Illumina,ERP122062,MMPC-157092028-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295180,AMPLICON,500,1918000,PRJEB38625,SAMEA13445990,1391976,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836822,SAMEA13445990,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC32677438OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-17T16:40:00Z,1,SAMEA13445990,MMPC-157092030-SA-0,Illumina,ERP122062,MMPC-157092030-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295181,AMPLICON,500,4422500,PRJEB38625,SAMEA13445991,3091743,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836823,SAMEA13445991,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC19557403OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445991,MMPC-157092031-SA-0,Illumina,ERP122062,MMPC-157092031-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295182,AMPLICON,502,1897560,PRJEB38625,SAMEA13445992,1362703,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836824,SAMEA13445992,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC81389508OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445992,MMPC-157092117-SA-0,Illumina,ERP122062,MMPC-157092117-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295183,AMPLICON,502,2472350,PRJEB38625,SAMEA13445993,1767758,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836825,SAMEA13445993,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC68256557OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-17T16:40:00Z,1,SAMEA13445993,MMPC-157092120-SA-0,Illumina,ERP122062,MMPC-157092120-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295184,AMPLICON,502,7350786,PRJEB38625,SAMEA13445994,4373614,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836826,SAMEA13445994,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC65653138OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445994,MMPC-157092128-SA-0,Illumina,ERP122062,MMPC-157092128-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295185,AMPLICON,502,1842340,PRJEB38625,SAMEA13445995,1338226,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836827,SAMEA13445995,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC20171473OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T10:00:00Z,1,SAMEA13445995,MMPC-157092135-SA-0,Illumina,ERP122062,MMPC-157092135-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295186,AMPLICON,502,1689230,PRJEB38625,SAMEA13445996,1220282,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836828,SAMEA13445996,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC87478810OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T10:00:00Z,1,SAMEA13445996,MMPC-157092140-SA-0,Illumina,ERP122062,MMPC-157092140-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295187,AMPLICON,502,1316746,PRJEB38625,SAMEA13445997,982655,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836829,SAMEA13445997,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC54499713OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-17T17:09:00Z,1,SAMEA13445997,MMPC-157092145-SA-0,Illumina,ERP122062,MMPC-157092145-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295188,AMPLICON,502,5129938,PRJEB38625,SAMEA13445998,3079049,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836830,SAMEA13445998,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC28326664OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T10:00:00Z,1,SAMEA13445998,MMPC-157092147-SA-0,Illumina,ERP122062,MMPC-157092147-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
ERR9295189,AMPLICON,502,4388484,PRJEB38625,SAMEA13445999,2750257,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2018,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8836831,SAMEA13445999,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC40938283OR,PAIRED,PCR,METAGENOMIC,human saliva metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-10T10:00:00Z,1,SAMEA13445999,MMPC-157092151-SA-0,Illumina,ERP122062,MMPC-157092151-SA-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.41,-3.7,,,
