# Pathway	SAMN21877043	SAMN21877044	SAMN21877045	SAMN21877046	SAMN21877047	SAMN21877048	SAMN21877049	SAMN21877050	SAMN21877051	SAMN21877052	SAMN21877053	SAMN21877054	SAMN21877055	SAMN21877056	SAMN21877057	SAMN21877058	SAMN21877059	SAMN21877060	SAMN21877061	SAMN21877062	SAMN21877063	SAMN21877064	SAMN21877065	SAMN21877066	SAMN21877067	SAMN21877068	SAMN21877069	SAMN21877070	SAMN21877071	SAMN21877072	SAMN21877073	SAMN21877074	SAMN21877075	SAMN21877076	SAMN21877077	SAMN21877078	SAMN21877079	SAMN21877080	SAMN21877081	SAMN21877082	SAMN21877083	SAMN21877084	SAMN21877085	SAMN21877086	SAMN21877087	SAMN21877088	SAMN21877089	SAMN21877090	SAMN21877091	SAMN21877092	SAMN21877093	SAMN21877094	SAMN21877095	SAMN21877096	SAMN21877097	SAMN21877098	SAMN21877099	SAMN21877100	SAMN21877101	SAMN21877102	SAMN21877103	SAMN21877104	SAMN21877105	SAMN21877106	SAMN21877107	SAMN21877108	SAMN21877109	SAMN21877110	SAMN21877111	SAMN21877112	SAMN21877113	SAMN21877114	SAMN21877115	SAMN21877116	SAMN21877117	SAMN21877118	SAMN21877119	SAMN21877120	SAMN21877121	SAMN21877122	SAMN21877123	SAMN21877124	SAMN21877125	SAMN21877126	SAMN21877127	SAMN21877128	SAMN21877129	SAMN21877130	SAMN21877131	SAMN21877132	SAMN21877133	SAMN21877134	SAMN21877135	SAMN21877136	SAMN21877137	SAMN21877138	SAMN21877139	SAMN21877140	SAMN21877141	SAMN21877142	SAMN21877143	SAMN21877144	SAMN21877145	SAMN21877146	SAMN21877147	SAMN21877148	SAMN21877149	SAMN21877150	SAMN21877151	SAMN21877152	SAMN21877153	SAMN21877154	SAMN21877155	SAMN21877156	SAMN21877157	SAMN21877158	SAMN21877159	SAMN21877160	SAMN21877161	SAMN21877162	SAMN21877163	SAMN21877164	SAMN21877165	SAMN21877166	SAMN21877167	SAMN21877168	SAMN21877169	SAMN21877170	SAMN21877171	SAMN21877172	SAMN21877173	SAMN21877174	SAMN21877175	SAMN21877176	SAMN21877177	SAMN21877178	SAMN21877179	SAMN21877180	SAMN21877181	SAMN21877182	SAMN21877183	SAMN21877184	SAMN21877185	SAMN21877186	SAMN21877187	SAMN21877188	SAMN21877189	SAMN21877190	SAMN21877191	SAMN21877192	SAMN21877193	SAMN21877194	SAMN21877195	SAMN21877196	SAMN21877197	SAMN21877198	SAMN21877199	SAMN21877200	SAMN21877201	SAMN21877202	SAMN21877203	SAMN21877204	SAMN21877205	SAMN21877206	SAMN21877207	SAMN21877208	SAMN21877209	SAMN21877210	SAMN21877211	SAMN21877212	SAMN21877213	SAMN21877214	SAMN21877215	SAMN21877216	SAMN21877217	SAMN21877218	SAMN21877219	SAMN21877220	SAMN21877221	SAMN21877222	SAMN21877223	SAMN21877224	SAMN21877225	SAMN21877226	SAMN21877227	SAMN21877228	SAMN21877229	SAMN21877230	SAMN21877231	SAMN21877232	SAMN21877233	SAMN21877234	SAMN21877235	SAMN21877236	SAMN21877237	SAMN21877238	SAMN21877239	SAMN21877240	SAMN21877241	SAMN21877242
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	0.00116835	0.00145597	2.35818e-05	0.000423201	0.000176779	0.000710704	0.000654794	0.00164505	0.00097034	0.000937871	0.000327678	0.000855691	0.00103337	0.000618129	0.000189271	0.00426095	3.62987e-05	0.00346713	0.0010226	0.00106596	0.00231668	0.00297496	4.95193e-05	0.000392381	0.00204806	0.000342791	0.000324664	0.00230112	0.00142987	0.00293629	0.00224879	0.00116231	3.96076e-05	0.00294538	0.00150142	0.00101898	0.00041542	0.00211519	0.00191016	0.000450745	0.000797005	0.000302526	1.72397e-05	0.00296317	0.00130745	0.00241343	0.000126652	0.00230834	0.00123974	0.0011725	0.00191447	0.000656664	0.00119356	0.000467027	0.000113248	0.000540947	0.00100993	0.00149983	0.00230027	0.00182233	0.000738736	0.000484122	0.000462722	0.000856321	4.95133e-05	0.000571811	0.000643277	0.00255944	0.000348283	0.000569265	0.00130865	0.0016463	0.00174232	0.000966503	0.00307703	0.0017741	0.000509054	0.00131209	0.000293453	5.20529e-05	0.000667374	0.00194657	0.00234326	0.00051573	0.000888161	0.00183932	0.000424724	0.00180007	0.00152055	0.000204145	0.00170605	0.000898293	0.000138304	0.00189758	0.00100013	0.000177538	0.00144609	0.0032667	0.00199787	0.00203412	0.000850494	0.0	0.000101741	0.00110503	0.000722135	0.00181559	0.000286697	0.00173111	0.0017665	0.0019757	0.000895234	0.00208028	4.6334e-05	0.00180847	0.00133288	0.00142906	7.40609e-05	0.000551165	0.000232574	0.00125032	0.00174401	0.000607016	0.00199387	2.02347e-05	0.000407988	0.000493082	0.00165458	0.000986495	0.00109182	0.00125402	2.59808e-05	0.000258732	2.89444e-05	0.000471603	0.0	0.000301486	0.0	0.000998879	0.00160316	1.65704e-05	0.0	0.000602767	0.000895152	0.00154271	0.00200568	0.00103228	0.000101402	0.00119084	0.000952317	0.000360207	0.00150199	0.00146805	0.00140883	0.00114139	0.000540858	0.00107561	0.000860772	7.92646e-06	0.00102665	0.000558208	0.000978871	0.000846188	0.000130474	0.000155732	0.00106855	0.000587146	0.000417313	0.000225216	0.00220016	0.00202347	0.000770873	0.000574782	0.00128018	0.00100227	0.000790306	0.000350851	0.00173409	0.00165794	0.000252188	0.000788349	0.00234576	0.000673254	0.000442029	0.000509021	0.000492686	6.43555e-06	0.000638317	0.00131479	0.00101994	0.00100742	0.0012435	0.000591969	0.00108105	0.000656903	0.00144099	0.000636355	0.00188671	0.000338757	4.30755e-05	0.00071103
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	0.000718414	0.0	5.40052e-05	2.5536e-05	1.57063e-05	0.000582584	0.000137946	0.0	1.65835e-05	0.0	0.000186165	0.0	9.61678e-05	1.13319e-05	0.000339997	0.0	9.3967e-05	0.0	5.05333e-05	2.93656e-05	6.80064e-05	2.19274e-05	1.21913e-05	6.90942e-05	6.08691e-05	8.71888e-05	0.000217264	0.0	0.000100142	9.97564e-05	0.0	3.34645e-05	6.94288e-05	3.80069e-05	0.000154243	9.05443e-05	1.58635e-05	0.000145681	1.89376e-05	6.94944e-05	2.34007e-05	0.000268592	3.79623e-05	2.77498e-05	1.38965e-05	2.42784e-05	0.000217839	0.000204391	0.000184746	0.000126266	7.42031e-06	0.000617571	2.92171e-05	0.000107136	0.000134408	0.000164878	0.0	1.38415e-05	4.55689e-05	2.40379e-05	0.000405272	2.82692e-05	0.0	3.69549e-05	8.94454e-05	0.00047286	0.000158711	0.0	0.000200188	0.000292786	8.61086e-05	0.0	0.0	4.0109e-05	1.97903e-06	0.000173182	0.000485102	0.000195926	6.90258e-06	0.0	0.0	0.000218764	9.06945e-06	0.000850412	0.000210155	0.000104519	3.20917e-05	2.69743e-05	4.04424e-05	0.00016265	1.50608e-05	0.000136182	0.000162064	5.43729e-05	9.53297e-05	3.01926e-05	7.58278e-05	2.34793e-05	8.39076e-06	4.81515e-05	0.000188893	0.0	0.000209497	0.000772365	0.000984947	0.000525583	0.0	0.000480506	0.000326823	0.000142362	0.0	0.000309392	0.000101814	0.0	0.000709577	5.9766e-05	0.000160339	0.000351464	0.000112609	0.000759093	7.22056e-06	6.23478e-05	0.000120357	4.24992e-05	2.7754e-05	0.00015132	1.22923e-05	0.0	2.17511e-05	0.000236502	6.13269e-05	3.62983e-05	6.75257e-05	0.00014298	0.0	0.000222983	0.0	0.000343528	0.000136349	2.30456e-05	0.0	0.0	2.05106e-05	2.41445e-05	5.60566e-05	1.98648e-05	0.000179977	0.000496161	0.000289507	4.21171e-05	0.000119632	0.000355612	1.8037e-05	7.96973e-05	4.97529e-05	0.000337343	0.0	1.93391e-05	0.000170617	0.0	2.20993e-05	5.64124e-05	0.000193413	1.92477e-05	2.12533e-05	0.000115274	3.79281e-05	0.000384264	0.00024886	0.000296226	5.4736e-05	0.0	0.0	3.66432e-05	0.0	0.0002257	9.77771e-05	0.0	0.000439583	0.000623342	4.66622e-06	3.12945e-05	7.06352e-05	0.000140115	3.0787e-05	1.55244e-05	0.000310661	8.51939e-05	0.000421212	1.5905e-05	1.36258e-05	0.000410365	1.03086e-05	0.0	0.0	0.000284894	1.44416e-06	0.000303286	5.14346e-05	0.00012643
PWY-6305: superpathway of putrescine biosynthesis	0.0025883	0.00203746	0.00180955	0.00037975	0.000360438	0.00150613	0.000791381	0.00305699	0.00126813	0.000776608	0.000845453	0.00138056	0.00208281	0.00143156	0.00204245	0.00119174	0.00640212	0.00119513	0.00138915	0.000790566	0.00246205	0.00113509	0.000730312	0.000779982	0.00206542	0.00114992	0.00104611	0.00112101	0.00170346	0.000810202	0.00173986	0.000894314	0.00388306	0.0015564	0.000627984	0.00160783	0.000176024	0.00093567	0.00201165	0.00246501	0.000754054	0.000775741	0.000473559	0.000544344	0.000500407	0.00227607	0.00441406	0.00176497	0.00106791	0.000747732	0.00105999	0.00299932	0.00460719	0.00102509	0.000513641	0.000887598	0.000486503	0.00121379	0.00303721	0.00248609	0.00102685	0.00102819	0.000305789	0.00111277	0.000841446	0.00528408	0.00184949	0.00221555	0.00129446	0.000983904	0.00288782	0.00286085	0.00219512	0.00191527	0.00119153	0.00189796	0.00244232	0.00049904	0.00137743	0.000254977	0.000383321	0.00173692	0.00378111	0.00395933	0.00258375	0.00273157	0.000238551	0.00274536	0.00141897	0.000669646	0.00395854	0.00141246	0.000864748	0.00207951	0.000894671	0.000288948	0.00123116	0.00115141	0.000618134	0.00101939	0.000766755	0.000907044	0.00261508	0.0022322	0.00291844	0.00183343	0.000243222	0.00249109	0.00158164	0.000971745	0.000929067	0.00118204	0.0011238	0.00168923	0.00216236	0.00352452	0.00226717	0.000772976	0.00328005	0.00546851	0.00154276	0.00176077	0.00232597	0.000719798	0.0005336	0.00105103	0.00265394	0.00117294	0.00104672	0.00185188	0.00147595	0.000434163	0.00176375	0.00118019	0.00104847	0.00187322	0.000874649	0.0014861	0.0021278	0.000615449	0.0010625	0.00100149	0.00126045	0.00194725	0.000614591	0.00030987	0.00498299	0.00358054	0.00153899	0.000905287	0.000669283	0.00194788	0.00189389	0.00102623	0.000452717	0.00171705	0.00162834	0.00284745	0.00186593	0.00122584	0.000929878	0.00146914	0.00168797	0.000582764	0.0007397	0.00064021	0.00209832	0.0024417	0.00278037	0.00273737	0.00199596	0.0033751	0.00187137	0.00154836	0.00113966	0.000880907	0.00160017	0.0015171	0.00239795	0.00152847	0.000258914	0.00407453	0.000766043	0.00103975	0.00171377	0.000639917	0.00239502	0.00141641	0.0015397	0.00212425	0.000876192	0.0022914	0.00223732	0.000589834	0.000777969	0.00181788	0.00296754	0.002351	0.000894693	0.00124334
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45236e-05	2.3098e-05	2.13101e-05	3.56772e-06	2.09456e-05	2.0318e-05	1.94933e-05	2.58769e-05	3.07204e-05	1.96132e-05	1.60972e-05	2.76436e-05	3.53594e-05	1.43727e-05	2.87173e-05	2.28405e-05	1.80933e-05	4.34566e-06	2.56066e-05	1.83287e-05	1.18433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83446e-05	2.22353e-05	2.21036e-05	2.21563e-05	2.31336e-05	1.24244e-05	2.11457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26876e-06	0.0	0.0	8.72815e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23517e-06	3.28004e-06	0.0	0.0	0.0	0.0	0.000111006	3.71879e-07	1.18689e-05	7.04232e-06	2.05188e-06	7.82137e-06	2.65728e-06	1.14842e-05	8.55793e-06	1.14198e-05	1.32691e-06	6.02014e-06	1.21052e-05	8.18239e-06	7.19052e-06	5.14879e-06	1.25532e-05	1.81363e-06	4.68634e-06	5.30719e-06	6.02221e-06	6.46446e-06	9.73665e-06	0.0	3.5927e-06	0.0	7.6842e-06	1.63879e-06	7.66249e-06	4.45801e-06	0.0	1.56651e-06	0.0	7.35452e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42635e-06	0.0	0.0	0.0	0.0	0.0	1.58001e-06	0.0	0.0	0.0	0.0	0.0	3.56383e-06	0.0	0.0	0.0	1.93369e-06	0.0	0.0	0.0	1.20748e-06	2.0771e-06	0.0	1.46894e-06	0.0	2.68887e-06	0.0	2.97067e-06	5.78009e-05	8.30637e-06	9.41148e-06	0.0	1.26532e-05	3.87942e-06	0.0	2.01465e-06	8.51989e-06	5.12303e-06	1.57073e-06	1.16516e-06	0.0	0.0	0.0	0.0	0.0	1.90061e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05849e-05	5.9207e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97099e-06	0.0	0.0	1.13475e-06	0.0	0.0	1.23861e-06	0.0	0.0	1.9824e-06	3.4293e-06	0.0	0.000605202	1.65392e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75155e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.38918e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6313: serotonin degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65637e-06	1.00246e-05	0.0	0.0	4.62533e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84028e-05	2.7432e-05	2.58485e-05	4.74601e-06	2.58247e-05	2.46896e-05	2.42055e-05	3.08296e-05	3.90156e-05	2.47142e-05	1.89778e-05	3.33367e-05	4.07765e-05	1.74163e-05	3.33318e-05	2.84868e-05	2.1283e-05	5.77938e-06	3.0611e-05	2.27192e-05	1.47232e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26627e-06	0.0	0.0	0.0	0.0	2.25142e-05	2.78503e-05	2.68132e-05	2.82287e-05	2.77376e-05	1.51855e-05	2.49826e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.91121e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46917e-05	1.10187e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.02899e-06	0.0	0.0	8.8007e-06	0.0	0.0	0.0	0.0	0.0	0.000774706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6317: D-galactose degradation I (Leloir pathway)	0.0024067	0.007308	0.00197668	0.00483993	0.00117141	0.00276956	0.00541274	0.00532265	0.00439216	0.00736239	0.00162874	0.00294684	0.00322134	0.003288	0.00403318	0.00177494	0.00365923	0.00629838	0.0044308	0.007547	0.00368413	0.00615713	0.002927	0.00315551	0.00572534	0.0018215	0.00400306	0.00394473	0.00262075	0.00528318	0.00591431	0.00697097	0.00463856	0.0060751	0.00573285	0.0046045	0.00377387	0.00622681	0.00463969	0.00304403	0.00624133	0.00546193	0.0010621	0.00648244	0.0050601	0.00487762	0.00363441	0.00513662	0.00508866	0.00765893	0.00585647	0.00342505	0.005557	0.00600889	0.00129946	0.00743756	0.00576737	0.0055035	0.00596592	0.0038622	0.00187161	0.00365017	0.00602714	0.00494859	0.0028253	0.00413574	0.00252953	0.00554476	0.0048918	0.00376958	0.00383595	0.00456461	0.00367174	0.0031064	0.00725788	0.00414639	0.00333224	0.00656817	0.00406509	0.00103936	0.00393263	0.00462167	0.00557013	0.0038765	0.00434945	0.00465144	0.00359321	0.00549952	0.00370811	0.00122591	0.00495989	0.00214504	0.00170859	0.00475666	0.00469568	0.00426672	0.00684642	0.00792303	0.00807777	0.00592747	0.00354049	0.00593775	0.00211077	0.00542285	0.00363003	0.00473974	0.00185365	0.00478815	0.0056739	0.00593583	0.00355325	0.00537297	0.00292713	0.00333286	0.00438447	0.00418225	0.00263191	0.00179748	0.00359093	0.00427337	0.00475417	0.0027441	0.00296865	0.00140159	0.0048314	0.00516255	0.00422303	0.00426237	0.00607094	0.00368162	0.00183555	0.00145013	0.00346351	0.00245316	0.0011841	0.00299055	0.00162145	0.00294739	0.0048539	0.00267699	0.00422434	0.00308806	0.00247766	0.00447023	0.00612893	0.00682345	0.00491142	0.00306939	0.00566191	0.00388039	0.00600566	0.00272684	0.00411343	0.00313708	0.00483581	0.00397388	0.00396593	0.00197616	0.00315631	0.00437083	0.00395149	0.00431356	0.00221252	0.00224271	0.00646082	0.00184375	0.003956	0.00317519	0.00342983	0.00505003	0.00653452	0.00376473	0.00696607	0.0045841	0.00142526	0.00278496	0.00412068	0.00654875	0.00292297	0.00283901	0.00719655	0.00525248	0.0038375699999999	0.00711817	0.00329366	0.00155161	0.00297377	0.00255083	0.0037349	0.00298557	0.00410279	0.00347679	0.00338225	0.00573059	0.00619167	0.00230081	0.00518736	0.00235359	0.0013381	0.00506675
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	2.69354e-05	0.0	2.2659e-05	0.0	0.0	2.44779e-05	3.67587e-05	0.0	0.0	0.0	4.33931e-05	0.0	1.73756e-05	0.0	0.000118278	0.0	2.86611e-06	0.0	0.0	5.00439e-06	2.27318e-05	5.68947e-06	4.17003e-06	1.10127e-05	0.0	0.0	1.39056e-05	0.0	2.38886e-05	1.31348e-05	0.0	0.0	3.91983e-06	5.6923e-06	1.18438e-05	1.95835e-05	0.0	0.0	0.0	1.53787e-05	0.0	2.30722e-05	0.0	0.0	0.0	2.71282e-06	0.0	0.0	9.16627e-06	2.8817e-05	4.27755e-06	0.000115801	4.55928e-05	0.0	1.09745e-05	3.2386e-05	0.0	0.0	1.13323e-05	2.643e-06	6.04248e-05	1.14918e-05	0.0	5.21587e-06	0.0	0.000442319	9.92213e-06	0.0	0.0	0.0	3.71543e-05	0.0	0.0	6.34966e-06	0.0	0.0	0.00021464	0.0	0.0	0.0	0.0	7.34614e-06	0.0	0.000538579	1.69893e-05	0.0	0.0	0.0	0.0	6.10479e-05	1.12082e-05	3.40861e-05	2.86572e-05	0.0	7.13427e-06	1.05611e-05	0.0	3.11454e-06	0.0	1.22093e-05	1.41611e-05	4.2533e-05	6.45285e-05	0.0	5.66968e-05	1.93887e-05	0.0	0.000137341	9.96563e-05	2.88873e-05	0.0	3.23213e-05	0.00013207	0.0	9.02404e-05	0.0	0.000162854	3.08162e-05	2.16222e-05	0.000294144	0.0	0.0	4.17104e-05	3.14459e-05	0.0	2.33944e-05	0.0	0.0	0.0	2.55163e-05	0.0	0.0	0.00022507	4.02359e-05	1.84401e-05	8.53504e-05	1.40438e-05	0.000105967	0.0	3.24676e-06	0.0	0.0	2.56988e-05	1.26578e-05	1.20162e-05	0.0	0.000117872	0.000137089	5.64249e-05	1.66986e-05	4.38233e-05	1.1142e-05	0.0	0.0	1.23744e-05	5.56491e-05	0.0	1.12828e-05	2.85543e-05	5.71351e-06	0.0	1.80008e-05	7.47262e-05	0.0	0.0	3.71712e-05	6.21765e-06	0.000190565	2.82072e-05	0.0	1.58536e-05	0.0	0.0	0.0	0.0	0.0	2.14201e-05	0.0	0.0	7.86416e-05	2.77228e-06	7.034e-05	0.0	0.0	0.0	0.0	3.4787e-05	2.56553e-05	2.57375e-06	7.7934e-06	0.0	4.07829e-05	0.0	0.0	0.0	3.25812e-05	0.0	9.71121e-05	1.79608e-05	2.19078e-05
PWY-6328: L-lysine degradation X	0.0	0.0	0.000299527	0.0	0.0	0.000174306	1.94838e-06	0.0	4.314e-06	0.0	8.22103e-05	0.0	2.67409e-05	2.15717e-05	0.000330155	0.0	0.00125925	0.0	0.0	3.41728e-06	2.08773e-05	1.03452e-05	0.0	4.72548e-05	0.0	0.0	0.0	0.0	2.95702e-05	1.7734e-05	0.0	4.65716e-06	0.000214081	0.0	2.48673e-05	1.77308e-05	0.0	0.0	2.22368e-06	1.45634e-05	0.0	1.02349e-05	1.57542e-06	0.0	0.0	0.0	0.00100582	6.1963e-06	0.0	1.16829e-05	0.0	0.000176989	7.87395e-06	3.1759e-05	1.56809e-05	3.37385e-05	0.0	0.0	1.22535e-05	1.02259e-05	0.000141842	1.16743e-06	0.0	2.47033e-06	0.0	0.000410661	2.46477e-05	0.0	0.0	0.0	3.18859e-05	0.0	0.0	2.39733e-06	0.0	0.0	0.000106166	0.0	0.0	0.0	1.51715e-06	2.92164e-06	0.0	0.000638105	9.47119e-06	0.0	0.0	0.0	0.0	1.44476e-05	0.0	4.45183e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6565e-06	6.4054e-05	0.000195079	0.0002148	0.000241617	0.0	0.0	0.0	0.000117737	3.33257e-05	2.37441e-05	0.0	3.11067e-05	9.54414e-05	0.0	2.69841e-05	3.03515e-06	0.000432789	7.87082e-05	8.33751e-05	8.93733e-05	0.0	0.0	4.35191e-05	1.46384e-05	0.0	3.09566e-05	0.0	0.0	0.0	0.0	0.000238284	0.0	0.000396342	6.3511e-05	0.0	4.36389e-05	0.0	0.000152043	0.0	7.30008e-06	0.0	0.0	3.66912e-06	3.27164e-06	2.94855e-06	0.0	0.000683295	6.57395e-05	6.43586e-05	1.81621e-05	0.0	1.1475e-05	0.0	0.0	1.46545e-05	6.00389e-05	0.0	6.9646e-05	1.16661e-05	0.0	0.0	3.80112e-06	5.9727e-05	0.0	0.0	1.23829e-05	0.0	0.000118205	2.92741e-05	0.0	1.96237e-05	1.83087e-05	0.0	0.0	0.0	8.64623e-05	1.63613e-05	0.0	3.87855e-05	0.000190019	0.0	9.41165e-06	1.0166e-05	1.60867e-05	0.0	0.0	2.46219e-05	2.29179e-05	0.000112114	1.81912e-05	0.0	1.47776e-05	0.0	0.0	0.0	3.36645e-05	0.0	0.00013934	3.81783e-06	1.7266e-06
PWY-6342: noradrenaline and adrenaline degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64141e-05	2.20191e-05	2.23545e-05	4.40554e-06	2.42716e-05	2.02245e-05	2.16355e-05	1.59324e-05	2.82397e-05	2.11402e-05	1.74129e-05	2.75725e-05	3.42175e-05	1.61998e-05	2.41435e-05	1.95151e-05	1.63031e-05	5.36959e-06	2.11046e-05	1.61e-05	1.36357e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04374e-05	2.68237e-05	2.34095e-05	2.08105e-05	2.49987e-05	1.45425e-05	1.96155e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12602e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6349: CDP-archaeol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30227e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49258e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.13959e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46083e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
