# Pathway	SAMN08335126	SAMN08335128	SAMN08335135	SAMN08335136	SAMN08335138	SAMN08335140	SAMN08335141	SAMN08335033	SAMN08335037	SAMN08335038	SAMN08335039	SAMN08335042	SAMN08335047	SAMN08335049	SAMN08335050	SAMN08335053	SAMN08335057	SAMN08335058	SAMN08335060	SAMN08335062	SAMN08335063	SAMN08335065	SAMN08335066	SAMN08335067	SAMN08335068	SAMN08335069	SAMN08335071	SAMN08335072	SAMN08335074	SAMN08335078	SAMN08335079	SAMN08335919	SAMN08335922	SAMN08335923	SAMN08335924	SAMN08335925	SAMN08335930	SAMN08335931	SAMN08335932	SAMN08335934	SAMN08335935	SAMN08335936	SAMN08335937	SAMN08335941	SAMN08335942	SAMN08335943	SAMN08335127	SAMN08335129	SAMN08335130	SAMN08335131	SAMN08335132	SAMN08335133	SAMN08335134	SAMN08335137	SAMN08335139	SAMN08335142	SAMN08335143	SAMN08335144	SAMN08335034	SAMN08335035	SAMN08335036	SAMN08335040	SAMN08335041	SAMN08335043	SAMN08335044	SAMN08335045	SAMN08335046	SAMN08335048	SAMN08335051	SAMN08335052	SAMN08335054	SAMN08335055	SAMN08335056	SAMN08335059	SAMN08335061	SAMN08335064	SAMN08335070	SAMN08335073	SAMN08335075	SAMN08335076	SAMN08335077	SAMN08335080	SAMN08335081	SAMN08335082	SAMN08335083	SAMN08335920	SAMN08335921	SAMN08335926	SAMN08335928	SAMN08335929	SAMN08335933	SAMN08335938	SAMN08335939	SAMN08335940	SAMN08335944	SAMN08329222	SAMN08329225	SAMN08329227	SAMN08329229	SAMN08330723	SAMN08330730	SAMN08330739	SAMN08330746	SAMN08330748	SAMN08330749	SAMN08330751	SAMN08330752	SAMN08335119	SAMN08335022	SAMN08335024	SAMN08335025	SAMN08335028	SAMN08335031	SAMN08335032	SAMN08335084	SAMN08335085	SAMN08335086	SAMN08335089	SAMN08335091	SAMN08335096	SAMN08335097	SAMN08335099	SAMN08335102	SAMN08335108	SAMN08335113	SAMN08329223	SAMN08329224	SAMN08329226	SAMN08329228	SAMN08329230	SAMN08330722	SAMN08330724	SAMN08330725	SAMN08330726	SAMN08330727	SAMN08330728	SAMN08330729	SAMN08330731	SAMN08330732	SAMN08330733	SAMN08330734	SAMN08330735	SAMN08330736	SAMN08330737	SAMN08330738	SAMN08330740	SAMN08330741	SAMN08330742	SAMN08330743	SAMN08330744	SAMN08330745	SAMN08330747	SAMN08330750	SAMN08335115	SAMN08335116	SAMN08335117	SAMN08335118	SAMN08335120	SAMN08335121	SAMN08335122	SAMN08335123	SAMN08335124	SAMN08335125	SAMN08335145	SAMN08335146	SAMN08335147	SAMN08335148	SAMN08335149	SAMN08335023	SAMN08335026	SAMN08335027	SAMN08335029	SAMN08335030	SAMN08335087	SAMN08335088	SAMN08335090	SAMN08335092	SAMN08335093	SAMN08335094	SAMN08335095	SAMN08335098	SAMN08335100	SAMN08335101	SAMN08335103	SAMN08335104	SAMN08335105	SAMN08335106	SAMN08335107	SAMN08335109	SAMN08335110	SAMN08335111	SAMN08335112	SAMN08335114
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.00398259	0.0026854	0.00446726	0.00746265	0.00379644	0.00482664	0.00479293	0.00699072	0.00446263	0.00364414	0.00364765	0.00543489	0.00766481	0.00386005	0.00601951	0.00609499	0.00777491	0.00614675	0.00477264	0.00536844	0.0052146	0.00648312	0.00688332	0.00688219	0.00767454	0.00628215	0.00442817	0.009041	0.00634664	0.00917225	0.00618756	0.0069051	0.0081267	0.00932555	0.0114668	0.00676975	0.00661057	0.0106144	0.00897477	0.0100366	0.00881268	0.00737319	0.00753633	0.00803124	0.0108156	0.0101747	0.00373409	0.00439052	0.00685211	0.00445841	0.00281499	0.00697207	0.00620393	0.00391042	0.00491843	0.00539094	0.00268381	0.00717532	0.00494987	0.00410761	0.00588727	0.00400489	0.0073642	0.0045182	0.00432617	0.00460965	0.00906652	0.00392587	0.00601312	0.00499317	0.00796905	0.00486703	0.00396125	0.00660357	0.00439336	0.00618509	0.0094564	0.00706932	0.00568413	0.00810009	0.00601259	0.00651516	0.00707995	0.00503869	0.00799291	0.0085131	0.00517998	0.00469964	0.00521854	0.0075372	0.0040009	0.00900074	0.00759148	0.0050783	0.00967044	0.00344776	0.00581851	0.00472283	0.00607152	0.00238403	0.00449191	0.00375949	0.00519719	0.00618019	0.00390133	0.00660294	0.00494805	0.00498895	0.00937454	0.00583751	0.00692408	0.00612243	0.00573637	0.00617376	0.00356088	0.00299202	0.00734539	0.00687812	0.00678003	0.0028146	0.00428146	0.00513024	0.00547974	0.00620432	0.00556799	0.00500138	0.00488702	0.00649514	0.00279293	0.00739012	0.00289584	0.00387545	0.00769236	0.00550452	0.00174717	0.00108304	0.00274943	0.00246736	0.00721428	0.00649044	0.00378714	0.0024313	0.00109692	0.00589728	0.0041098	0.00243597	0.00327315	0.00435111	0.00477883	0.00741033	0.00975968	0.00839661	0.00817956	0.00300891	0.00608378	0.00276126	0.00400839	0.00694474	0.00498302	0.0043781	0.00304533	0.00417847	0.00483959	0.00557862	0.00688346	0.00467254	0.00373769	0.00488088	0.00337583	0.00460852	0.00591001	0.00369581	0.00664122	0.00560343	0.0096961	0.00391323	0.00297387	0.00323004	0.0052455	0.0058697	0.00801031	0.00534629	0.00563946	0.00500638	0.00530225	0.00587699	0.00845859	0.00769622	0.0039639	0.0056056	0.00445974	0.00585486	0.00495151
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.00385812	0.00258497	0.00415869	0.00699703	0.0035742	0.0043061	0.00443542	0.00672734	0.00412679	0.0032859	0.00321853	0.00530491	0.00764165	0.00356336	0.00554321	0.0059189	0.00777194	0.00579827	0.00473478	0.00512348	0.00464377	0.00663972	0.00679463	0.00653002	0.00751269	0.00595903	0.00425595	0.00902749	0.00599051	0.00939206	0.00577978	0.00691481	0.00800925	0.00992447	0.011626	0.0070974	0.00595326	0.0105739	0.0088435	0.0106488	0.00875518	0.00723896	0.00692543	0.00784011	0.0110662	0.0103168	0.00324821	0.00424105	0.00699774	0.00411374	0.00264486	0.00677105	0.00610767	0.00349884	0.00470389	0.00491386	0.00216606	0.00693274	0.00497229	0.00357325	0.00575722	0.00383197	0.00709721	0.00446625	0.00365519	0.00417946	0.00928859	0.00364438	0.00588506	0.00463851	0.00768601	0.00479405	0.00343625	0.00659854	0.00401913	0.00608163	0.0094902	0.00675082	0.00522682	0.00770027	0.00557103	0.00622727	0.00681327	0.00469674	0.00800381	0.00839075	0.00485074	0.00442545	0.0048916	0.00679672	0.00374929	0.00907596	0.00752006	0.0051103	0.0102217	0.00316796	0.00467225	0.0044299	0.00590314	0.00224668	0.00400086	0.00373916	0.00483535	0.00573447	0.00352511	0.00684864	0.00474145	0.00495859	0.00939879	0.00540187	0.00682639	0.00590408	0.0054384	0.00599613	0.00310117	0.00280584	0.00712449	0.00667518	0.00643189	0.00264127	0.00424291	0.00475837	0.00483309	0.00595657	0.00534481	0.00456815	0.00460007	0.00621033	0.00201805	0.00712057	0.00264836	0.00375524	0.00716245	0.00505901	0.00162365	0.000843603	0.00185067	0.00195675	0.00741261	0.00610287	0.00370266	0.00207811	0.000990904	0.00551569	0.00377897	0.00224086	0.00276784	0.00423058	0.00436409	0.00676201	0.0100165	0.00825847	0.0082171	0.00285054	0.00560063	0.00218386	0.00362637	0.00642799	0.00421387	0.00402493	0.00285901	0.00380106	0.00489704	0.00498005	0.00694324	0.00436806	0.00325902	0.00428171	0.00315303	0.00430448	0.00567436	0.00336114	0.00656912	0.0051769	0.00918718	0.00350033	0.00270465	0.00294633	0.00543934	0.00562665	0.00794153	0.00508735	0.00520072	0.00481388	0.00520481	0.00521124	0.00790071	0.00769658	0.00338722	0.00514327	0.00458047	0.00550484	0.00431776
ARO-PWY: chorismate biosynthesis I	0.0100585	0.0101945	0.0081929	0.0101753	0.0131192	0.00826045	0.00707636	0.00923917	0.00526333	0.00671498	0.00952601	0.00943227	0.0111061	0.00979528	0.00884426	0.00956719	0.00962953	0.0102014	0.0070185	0.00965909	0.00976628	0.00960387	0.00981533	0.00981271	0.00979945	0.00788389	0.008389	0.0112124	0.00941417	0.0101912	0.00906146	0.00987835	0.00980097	0.0105869	0.0121169	0.0096336	0.0104036	0.0117899	0.00968668	0.0112207	0.0111034	0.0104588	0.0100631	0.00948918	0.0111587	0.00999084	0.0109737	0.0109609	0.0104361	0.00759961	0.0083035	0.00834167	0.0100159	0.00753907	0.00816382	0.00981615	0.00972795	0.00995296	0.0112786	0.0123411	0.00963362	0.0115958	0.00979588	0.00887682	0.00735781	0.00772567	0.0102733	0.00756421	0.0100836	0.00994217	0.0108661	0.0087404	0.0085085	0.0093179	0.0056023	0.0103959	0.0107164	0.01074	0.00573903	0.0112433	0.0104484	0.00902387	0.00938451	0.00801221	0.0120656	0.0114165	0.00749871	0.00944699	0.0104897	0.00829788	0.0106881	0.0109155	0.0101078	0.00626248	0.00996419	0.00846024	0.0066982	0.00599389	0.0101792	0.0135594	0.00936006	0.0106371	0.00914022	0.0102792	0.00936038	0.0117179	0.00878564	0.00788915	0.011933	0.00641713	0.00929394	0.00962419	0.00999623	0.00843027	0.00749466	0.00804886	0.00975407	0.00848391	0.00955682	0.00786213	0.00672227	0.0100734	0.00708335	0.00915464	0.00778609	0.0081259	0.00806492	0.0108177	0.0091052	0.00990204	0.00873267	0.0105243	0.00863393	0.00904338	0.00560051	0.00183871	0.00957577	0.0130214	0.0105664	0.00937573	0.00654858	0.0105011	0.0107711	0.00994097	0.00868411	0.0088316	0.00784428	0.00969753	0.00882886	0.0102469	0.0107901	0.00978464	0.00956529	0.00577348	0.0120561	0.00688376	0.0103112	0.0103903	0.00863192	0.0106883	0.00787088	0.00987878	0.00629378	0.00731482	0.010201	0.00977627	0.00636169	0.00823385	0.00949929	0.00725792	0.00696183	0.00756018	0.00934616	0.00759926	0.0110086	0.00603634	0.00536956	0.0097745	0.00563605	0.00870397	0.0103738	0.00917161	0.00898387	0.00775918	0.00565632	0.00860892	0.0103065	0.00932114	0.00657019	0.00903801	0.00767521	0.009061	0.00718622
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00696036	0.00908354	0.00797788	0.00444219	0.00575067	0.0136836	0.0118892	0.00610774	0.00548284	0.0129802	0.00679029	0.00702426	0.00514613	0.00816923	0.00707767	0.00757444	0.00537027	0.00739119	0.00661586	0.00703098	0.00752592	0.00498142	0.00383176	0.00545611	0.00466633	0.00458512	0.00672115	0.00346317	0.0105028	0.00340804	0.00968669	0.00558722	0.00481226	0.00627425	0.00379819	0.00664852	0.0108325	0.00389327	0.00465952	0.00295557	0.00434936	0.00555409	0.010362	0.00653151	0.00348498	0.00454486	0.0128287	0.00777788	0.00530853	0.00961645	0.00793475	0.00872378	0.0056856	0.011403	0.00779373	0.00614822	0.0111567	0.00650882	0.00565094	0.012911	0.00407257	0.0129907	0.00722167	0.00579662	0.0104884	0.00923833	0.00327968	0.00594779	0.00847754	0.0070272	0.00366561	0.0057922	0.00782929	0.00518049	0.00615287	0.00685457	0.00491212	0.00725436	0.00438473	0.00366344	0.00700177	0.00846846	0.0074362	0.0113447	0.00366073	0.00386232	0.0102754	0.00618154	0.00512641	0.00736498	0.00624459	0.00406369	0.00497965	0.0050966	0.00478543	0.00763304	0.00529009	0.00663303	0.00628333	0.00208901	0.00599882	0.00739748	0.00613783	0.00576333	0.00766417	0.00507072	0.0063887	0.00565318	0.00540677	0.0042425	0.00432678	0.00622257	0.00601337	0.00504315	0.00633684	0.00512595	0.00451159	0.00492719	0.00486239	0.00646222	0.00485843	0.00626914	0.00573274	0.00637117	0.00483329	0.00869542	0.00571348	0.00524756	0.0104643	0.00558891	0.00693754	0.00650488	0.00802572	0.00585664	0.014351	0.0209971	0.00435949	0.0149418	0.00434892	0.00902621	0.00649027	0.00689284	0.0103892	0.00546325	0.00627882	0.0150943	0.00737533	0.00679583	0.00539824	0.00454407	0.00371076	0.00556319	0.00472278	0.00571743	0.00607827	0.00699393	0.0067256	0.00410857	0.00549124	0.00623726	0.0119719	0.00726719	0.00522634	0.00364164	0.00679579	0.0066422	0.00621837	0.00528132	0.00813834	0.00575384	0.00541446	0.00663574	0.00698959	0.00536595	0.00713357	0.00646623	0.00547342	0.00562178	0.0047383	0.00539463	0.00576272	0.00779778	0.00820597	0.00596135	0.00566382	0.0059047	0.00831972	0.00458588	0.00617241	0.00941149	0.00414487	0.00572615	0.00557484
AST-PWY: L-arginine degradation II (AST pathway)	5.11133e-05	5.76411e-05	0.000120704	7.04365e-05	0.0	0.0	0.00015673	8.05784e-05	0.00149421	0.000146489	3.20143e-05	8.35284e-05	1.67778e-05	0.000236201	0.000206657	7.47505e-05	0.000163865	2.16331e-05	0.000608529	5.85281e-05	6.62429e-05	0.000157862	2.05822e-05	7.86996e-05	9.33962e-06	0.00018336	0.000175476	3.28423e-05	0.0	9.97431e-05	2.22984e-05	7.83473e-05	5.54169e-05	6.06091e-05	7.87356e-05	6.3356e-06	0.0	0.0	0.0	9.1219e-05	0.0	0.0	0.0	1.18468e-05	0.000261438	4.06941e-05	2.19561e-05	0.0	2.18673e-05	0.000158673	0.000148204	1.12012e-05	5.11146e-05	0.0	0.000164387	0.0	7.78922e-06	0.0	0.0	0.0	0.00018187	4.40798e-05	0.000166882	0.000138021	0.000348136	0.000367255	0.000259773	0.000337328	3.95837e-05	4.25204e-05	4.111e-05	9.72014e-05	0.000479865	7.79748e-05	0.00141736	0.0	4.48722e-05	8.53321e-05	0.00105714	8.15281e-05	0.0	5.65376e-05	8.12467e-05	3.24008e-05	0.0	0.00011674	9.84387e-05	0.000111084	0.000280534	0.0	4.44576e-05	0.0	0.000156823	0.00129494	0.000109604	6.52153e-05	0.000399804	0.000980944	0.0	0.000122507	0.0	0.0	9.23785e-05	2.6905e-05	5.59608e-05	0.0	8.26819e-06	0.000871583	1.4473e-05	0.000934128	0.000210824	5.36328e-05	8.71251e-05	0.000208797	0.000407528	0.000450192	7.31685e-05	0.000478708	8.48615e-06	0.000358097	0.000447232	1.60675e-05	0.000425964	0.000298959	0.000469108	0.0	0.000144645	0.0	2.08155e-05	1.56835e-05	0.000160215	0.0	3.45056e-05	0.0	7.6499e-05	0.0	1.71504e-05	2.38053e-05	0.0	0.0	0.000870992	2.62835e-05	7.86461e-05	2.38314e-05	0.00011198	0.0	0.000321983	0.0	5.08386e-05	0.0	0.0	0.0	0.000104901	0.00135772	0.0	0.000480969	0.0	0.0	0.000168564	0.0	0.000105324	0.0	0.000623956	0.000898163	0.0	1.29616e-05	0.000518514	0.00018394	0.000175354	0.00100548	0.000578337	0.000450288	6.84961e-05	0.000593593	9.15652e-05	0.0010478	0.00115214	7.94875e-05	0.00143974	0.000177538	0.0	0.000131261	0.0	0.000343995	0.00122486	0.0	0.0	9.41947e-05	0.000904157	5.27804e-05	0.000261887	0.000240257	0.000446391
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.0033025	0.00404228	0.00463774	0.00248601	0.00229127	0.000808659	0.00094102	0.00312848	0.00453607	0.00183127	0.00260363	0.0036505	0.00200441	0.00372846	0.00380867	0.00361246	0.00227898	0.00306819	0.00431009	0.00254679	0.00191371	0.00229685	0.000890644	0.00155302	0.00310898	0.00345227	0.0028156	0.00181061	0.000259969	0.00121273	0.000770973	0.00303011	0.00164294	0.000636072	0.00138036	0.00230768	0.000293834	0.000851004	0.00170895	0.00168875	0.00113882	0.00288171	0.000428658	0.00116119	0.00254144	0.00193237	0.00062668	0.00301473	0.000833807	0.0020605	0.00405531	0.00119813	0.00162991	0.00119302	0.00305368	0.00454966	0.00074215	0.00176745	0.000128155	0.000333343	0.00227786	0.000942175	0.00142936	0.00234853	0.00201277	0.00169794	0.00173094	0.00358676	0.00330619	0.00416869	0.0016003	0.00237412	0.00289506	0.00179743	0.00343634	0.00208005	0.00169019	0.00227197	0.00328864	0.0025094	0.00132537	0.000918345	0.00140856	0.000526528	0.00129828	0.00165423	0.00180806	0.00178671	0.0040807	0.00139286	0.00280129	0.000669032	0.00303483	0.00373169	0.0010125	0.0038406	0.00468739	0.00293611	0.00253622	0.00152813	0.000723087	0.000509467	0.00237133	0.00139988	0.00532689	0.000993727	0.00360163	0.00328812	0.0012048	0.00386097	0.00205487	0.00269263	0.00256197	0.00405572	0.00410813	0.00382171	0.00175436	0.00347188	0.00154819	0.00388147	0.00354638	0.00129319	0.00312866	0.00288889	0.00365121	0.00270804	0.00326212	0.00228119	0.00257114	0.00396933	0.00426553	0.000576773	0.000837055	0.00171254	0.00217939	0.000201541	0.00381189	0.00112526	0.00103152	0.000915786	0.00443898	0.00526534	0.00492669	0.00342469	0.00238793	0.000335368	0.00334642	0.00467835	0.00292576	0.00328404	0.00163581	0.000492833	0.00265337	0.00475165	0.00100574	0.00334194	0.0016343	0.000500207	0.00425618	0.00265503	0.0022185	0.00354434	0.00476089	0.00492542	0.00199197	0.00397327	0.00436058	0.00386962	0.004227	0.00435907	0.00351293	0.00359292	0.0032798	0.00342294	0.000840709	0.00435987	0.00471334	0.00204088	0.00399388	0.0044372	0.00117844	0.00338832	0.00120242	0.0035943	0.00365145	0.00151836	0.000687502	0.00174467	0.00497675	0.00152685	0.00243289	0.00219637	0.00366122
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.00786786	0.00479795	0.00761834	0.00814484	0.00477989	0.016404	0.0143472	0.00969616	0.0063423	0.0149424	0.00635841	0.0068789	0.00759489	0.00683741	0.00636047	0.00729099	0.00766866	0.00835878	0.00646356	0.00808093	0.0069773	0.00701346	0.00812885	0.00877686	0.00917898	0.00727062	0.00726703	0.00884716	0.0162089	0.00827114	0.014744	0.00489244	0.008407	0.00990756	0.00930593	0.00914717	0.0157422	0.00915122	0.00937136	0.00956469	0.00953066	0.0068179	0.0149321	0.0100809	0.00737516	0.0100948	0.0162499	0.00729339	0.00726172	0.013631	0.00884791	0.0138968	0.00629127	0.0156937	0.00806475	0.00739887	0.0152054	0.0110615	0.0066226	0.0156854	0.00541772	0.0183219	0.0125928	0.00773743	0.0125727	0.0128244	0.0084626	0.00801333	0.00558038	0.00736429	0.00684599	0.00693733	0.010048	0.00784153	0.00685648	0.00875869	0.008987	0.0103621	0.00626594	0.00860977	0.00837193	0.0131343	0.0120608	0.017065	0.00878409	0.00751065	0.0146495	0.0114804	0.00590638	0.0122796	0.00612238	0.0068048	0.00854342	0.00669497	0.00929706	0.00709547	0.0074367	0.00873006	0.00851154	0.00637337	0.00807933	0.00621884	0.0077421	0.0101612	0.00775953	0.00792939	0.00754933	0.00795851	0.0106225	0.00611811	0.00770287	0.00873366	0.00720766	0.00694804	0.00542978	0.0078135	0.0091782	0.00667882	0.0084352	0.00525936	0.0072807	0.00890139	0.00804421	0.00759664	0.00667073	0.0111496	0.00942007	0.0079819	0.0111221	0.00829198	0.0073725	0.0073412	0.0122053	0.00900081	0.0193906	0.0301203	0.00972209	0.0167594	0.00917439	0.0142956	0.00543073	0.00716684	0.00741988	0.00837801	0.00701484	0.0196215	0.0094135	0.00759983	0.00903464	0.0078845	0.00968451	0.0103655	0.00859489	0.00589751	0.0114751	0.00877927	0.0083962	0.00751324	0.00883023	0.00786235	0.0150262	0.0091733	0.00554396	0.00635038	0.00842693	0.00803048	0.0074162	0.00901364	0.00760152	0.00646851	0.00660543	0.00859344	0.00739749	0.00658001	0.0131135	0.00717558	0.00554875	0.00813291	0.00632391	0.00572725	0.0092792	0.0057787	0.00979729	0.00570019	0.0057574	0.00858886	0.0141173	0.00929829	0.00557549	0.0126702	0.00722454	0.00829372	0.00687057
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.00662635	0.00546515	0.00689593	0.00689428	0.00732791	0.0115931	0.010169	0.0101831	0.00591855	0.0105095	0.00691149	0.00696905	0.00893691	0.00711847	0.00731614	0.0096258	0.00793351	0.00721526	0.00727396	0.00821302	0.00715182	0.00886424	0.00779709	0.00796405	0.00668089	0.00668147	0.00701826	0.00990664	0.0116586	0.0087988	0.0114134	0.00825192	0.00750171	0.0108852	0.00948433	0.00783837	0.01061	0.00914661	0.00686899	0.00752108	0.0100074	0.00802889	0.0102405	0.00891084	0.0087692	0.00802919	0.0111067	0.00629964	0.00902267	0.0100631	0.00680705	0.0105341	0.00819084	0.0107371	0.00763727	0.00661453	0.0102577	0.00953504	0.00903845	0.0112093	0.00824162	0.0101453	0.00936762	0.00649339	0.00919115	0.0094506	0.00905985	0.00635079	0.00796751	0.0085481	0.00923383	0.00701358	0.00805585	0.0089652	0.00624907	0.00829908	0.00856078	0.00880734	0.00710343	0.00918122	0.00850953	0.0102163	0.00935046	0.0107863	0.010933	0.00813032	0.0110828	0.00806238	0.00812529	0.00920638	0.00656971	0.00946587	0.00790993	0.00658581	0.0100206	0.00697623	0.00689692	0.00738511	0.00776464	0.00671637	0.00962472	0.00642711	0.00673629	0.00790943	0.00659492	0.00869071	0.00766285	0.00731918	0.00842986	0.00613202	0.00870079	0.00859304	0.00824465	0.00695474	0.00703593	0.00687515	0.00850876	0.00696506	0.00709322	0.00736391	0.00683518	0.00799622	0.00729753	0.00704366	0.00684483	0.00903125	0.00751721	0.00728	0.00721233	0.00598936	0.00574688	0.00670257	0.00911791	0.00713549	0.0117508	0.0163204	0.00460578	0.00438001	0.00838606	0.00710579	0.00660194	0.00591978	0.00513191	0.00826772	0.0079418	0.0132585	0.00742764	0.00722504	0.00537265	0.00646263	0.00648959	0.00834753	0.00818112	0.00631877	0.00747523	0.00637695	0.00679173	0.00874259	0.0067455	0.0049619	0.0103115	0.00719252	0.00758732	0.00579881	0.0081338	0.00699131	0.00628961	0.00752439	0.00617421	0.00682429	0.00742307	0.00634367	0.0084066	0.00700946	0.0109201	0.00634156	0.00577043	0.00720736	0.00595171	0.0082045	0.00833087	0.00726295	0.0097815	0.00669454	0.00703199	0.00656163	0.0113914	0.00917898	0.00670053	0.00941757	0.00715205	0.00915737	0.00733816
CARNMET-PWY: L-carnitine degradation I	2.03418e-05	1.7033e-05	2.48582e-05	1.32562e-05	0.0	0.0	4.30374e-05	0.0	0.000362954	2.96237e-05	1.01412e-05	2.09075e-05	1.69892e-06	7.50282e-05	5.85055e-05	1.40434e-05	6.05112e-05	0.0	0.000160567	8.7343e-06	2.05941e-05	4.72058e-05	6.72256e-06	3.17415e-05	0.0	1.33592e-05	1.81333e-05	3.37916e-06	0.0	5.76999e-06	0.0	2.51338e-05	5.8949e-06	5.5984e-06	8.97162e-06	0.0	0.0	0.0	0.0	2.9779e-05	0.0	0.0	0.0	0.0	3.82671e-05	1.00969e-05	0.0	0.0	3.55854e-06	2.76299e-05	3.15306e-05	0.0	1.34612e-05	0.0	4.78877e-05	0.0	2.97238e-06	0.0	0.0	0.0	5.07482e-05	2.91861e-05	4.21942e-05	3.46411e-05	9.41573e-05	0.000121121	4.72685e-05	0.000143104	1.27469e-05	1.61044e-05	0.0	1.70546e-05	5.04636e-05	2.21864e-05	0.000452729	0.0	1.87208e-05	3.88752e-05	0.000289817	0.0	0.0	0.0	9.50941e-06	0.0	0.0	1.12093e-05	2.70446e-05	4.53245e-05	0.000134548	0.0	1.47598e-05	0.0	0.0	0.000278004	2.00527e-05	2.09282e-05	9.60555e-05	0.000175765	0.0	2.31922e-05	0.0	0.0	2.41933e-05	0.0	2.16135e-05	0.0	0.0	1.1018e-05	7.62326e-06	0.000184858	2.47383e-05	3.27743e-06	3.27293e-05	1.35115e-05	0.000125347	9.38122e-05	3.03612e-05	0.0	0.0	0.000100121	0.000116493	0.0	0.000130749	1.9721e-05	6.47537e-05	0.0	7.75719e-05	0.0	5.78858e-06	0.0	7.90494e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000247411	1.3608e-05	2.52372e-05	1.22419e-05	1.7597e-05	0.0	0.0	0.0	5.52242e-06	0.0	0.0	0.0	1.53946e-05	8.46558e-05	0.0	0.000104713	0.0	0.0	3.74318e-05	0.0	2.29411e-05	0.0	0.000254036	8.71556e-06	0.0	1.97014e-06	7.86212e-05	4.74337e-05	4.41742e-05	3.2741e-05	0.000205021	3.8043e-05	2.33069e-05	3.86736e-05	1.29107e-05	0.000205366	0.000388814	3.09032e-05	0.000418863	3.43164e-05	0.0	1.25049e-05	0.0	0.000182053	0.000274596	0.0	0.0	5.24598e-05	0.000115795	1.85081e-05	5.87556e-05	2.35398e-05	0.000155243
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0.0	0.0	0.0	3.99498e-05	0.0	0.0	0.0	5.60236e-05	3.10544e-05	0.0	0.0	1.59283e-05	0.0	0.0	2.03058e-05	3.41596e-05	0.0	0.0	8.54751e-05	5.888e-05	1.51986e-05	9.59198e-06	0.0	0.0	2.96137e-05	0.0	0.000194032	0.0	0.0	5.31539e-05	0.0	0.0	1.7069e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5593e-05	9.09563e-05	0.0	0.0	0.0	0.0	3.20497e-05	1.00639e-05	1.50015e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.268e-05	0.0	0.0	0.0	1.99936e-05	4.57606e-05	9.73025e-05	0.0	0.0	0.0	6.38454e-05	0.0	0.0	0.0	3.31976e-05	0.0	4.26158e-05	0.0	0.000345536	6.66539e-05	0.0	0.0	3.05342e-05	2.0404e-05	0.0	0.0	1.82129e-05	0.0	0.0	0.0	0.0	0.0	0.000197325	0.0	0.0	0.0	0.0	0.000121651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21816e-05	0.0	0.000511372	0.0	8.47319e-06	9.50827e-05	3.35411e-05	0.0	7.61271e-05	1.90973e-05	0.000122404	0.0	0.000391118	0.0	2.71622e-05	0.0	0.0	1.35362e-05	0.000151961	0.000241777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000134297	0.0	0.0	0.0	0.0	0.0	1.17111e-05	0.000410965	2.94867e-05	0.0	0.0	0.0	0.0	0.0	3.75823e-05	0.0	0.0	0.0	0.0	1.65442e-05	0.0	0.0	2.4044e-05	0.00040987	7.9575e-06	0.000194997	0.0	0.000270256	2.21402e-05	1.77057e-05	1.14321e-05	1.47549e-05	0.000392799	0.0	0.0	0.0	0.0	1.0905e-05	9.02056e-05	0.0	0.0	0.0	0.000371755	1.09783e-05	3.07104e-05	0.000163176	0.0
